,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Rotten Tomatoes,Runtime,Title,Website,Writer,Year,imdbID,imdbRating,imdbVotes,movie_id,totalSeasons
2468,"Sebastian Arcelus, Bill English, Rhett Henckel, Michael Izquierdo",3 wins.,1693,USA,-1,Craig DiFolco,Drama,English,40.0,A paraplegic's friends pay him an unannounced visit to challenge his secluded life.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyNzMxODU2MF5BMl5BanBnXkFtZTcwOTg5NzI1OA@@._V1_SX300.jpg,Striped Entertainment,-1,5-Oct-12,TRUE,-1,90,The Last Day of August,http://thelastdayofaugustfilm.com/,"Craig DiFolco, Sara Rempe",2012,tt2073681,7.7,30,2469,-1.0
2469,"Fionnula Flanagan, Peter Quinn, Ric Burns, Christine Roussel",1 win & 1 nomination.,2329,Ireland,2-Dec-13,SeÌÁn ÌÒ CualÌÁin,Documentary,"English, Irish",53.0,"The story of ""Lunch atop a Skyscraper,"" the iconic photograph taken during the construction of 30 Rockefeller Plaza.",http://ia.media-imdb.com/images/M/MV5BNjIyNzUyOTYzMV5BMl5BanBnXkFtZTgwMzQ2MjE4MDE@._V1_SX300.jpg,First Run Features,-1,1-Sep-14,TRUE,38,75,Men at Lunch,http://firstrunfeatures.com/menatlunch_press.html,-1,2012,tt2373324,6.3,279,2470,-1.0
2470,"Antonia Campbell-Hughes, Johnny Flynn, Benn Northover, Liam Browne",-1,-1,UK,-1,Alexandra McGuinness,Drama,English,36.0,"A group of young Londoners struggle to find meaning in their lives while masking their discontent with sex, drugs, and rock 'n roll.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxNjA2ODc2MV5BMl5BanBnXkFtZTcwMzc2NjYxOQ@@._V1_SX300.jpg,Meneret Productions,NOT RATED,21-Apr-11,TRUE,0,78,Lotus Eaters,http://www.facebook.com/lotuseatersmovie,"Brendan Grant, Alexandra McGuinness",2011,tt1734580,5.0,265,2471,-1.0
2471,"Khan Baykal, Aya Cash, Marceline Hugot, Kathleen McNenny",-1,1756,USA,7-Jan-14,D.W. Young,"Comedy, Horror",English,-1.0,"Their relationship on the rocks, a young Brooklyn couple heads to a remote B&B to work things out. But from the moment they arrive at The Happy House it's one disaster after another, and ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyMjEzNzQ4NV5BMl5BanBnXkFtZTcwNTY3ODk5Ng@@._V1_SX300.jpg,First Run Features,NOT RATED,3-May-13,TRUE,60,81,The Happy House,http://www.happyhousefilm.com/,D.W. Young,2013,tt2070852,4.4,376,2472,-1.0
2472,"Lucas Thompson, Brian Barber, Mike Mauloff, Melinda Ryba",-1,-1,USA,-1,Darren Orange,Comedy,English,-1.0,"In a world where ghosts, ghouls, and goblins are a common place, the InSpectres are the only exterminators capable of eliminating these supernatural nuisances! After a run in with a zombie,...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjlhYWUyMzktZWY3Mi00ZjY1LWI3MjEtM2M2MzgwY2U3MTI3XkEyXkFqcGdeQXVyMTY2OTk1OTg@._V1_SX300.jpg,-1,-1,6-Sep-13,TRUE,-1,85,InSpectres,-1,"J.A. Dohm, Matt Forbeck, Jared A. Sorensen (creator)",2013,tt1705111,6.5,41,2473,-1.0
2473,"Alex Karpovsky, Jaime Ray Newman, Dennis Staroselsky, Amanda Good Hennessey",-1,-1,USA,-1,Alex Karpovsky,"Drama, Thriller",English,57.0,"Paul Harris works at a small research facility on the outskirts of Boston. After a weekend tryst with a co-worker leaves him wanting more, his unreciprocated desires gradually mold into an ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMzc5Mzc1MTEzNV5BMl5BanBnXkFtZTcwOTYzODMxOQ@@._V1_SX300.jpg,Tribeca Film,NOT RATED,-1,TRUE,62,83,Rubberneck,http://www.tribecafilm.com/filmguide/archive/rubberneck-film41555.html#.USzctaK1,"Garth Donovan, Alex Karpovsky",2012,tt2292903,5.3,395,2474,-1.0
2474,"Dustin Guy Defa, Alex Karpovsky, Keith Poulson, Jennifer Prediger",2 nominations.,-1,USA,-1,Alex Karpovsky,"Comedy, Drama, Romance",English,65.0,"A solipsistic filmmaker takes his independent film on tour. Hoping to escape the pain of his recent breakup, he stumbles into a twisting constellation of fear, sex, and tortured ...",https://m.media-amazon.com/images/M/MV5BMjA1NTYxOTQ3M15BMl5BanBnXkFtZTcwNTgyODMxOQ@@._V1_SX300.jpg,Tribeca Film,NOT RATED,15-Jun-12,TRUE,78,85,Red Flag,http://www.tribecafilm.com/tribecafilm/red-flag.html,Alex Karpovsky,2012,tt2147048,5.4,428,2475,-1.0
2475,"Justin Long, Jess Weixler, Tyler Labine, Addison Timlin",-1,1842,USA,-1,Ted Koland,"Comedy, Drama",English,36.0,"A newlywed couple cancels their honeymoon and returns to the snowy Midwest to make the funeral arrangements for their best man, who died unexpectedly after their ceremony.",https://m.media-amazon.com/images/M/MV5BOTY0OTAyOTU4NF5BMl5BanBnXkFtZTgwOTkxMTYwMDE@._V1_SX300.jpg,Magnolia Pictures,PG-13,3-Oct-13,TRUE,33,89,Best Man Down,http://www.magpictures.com/bestmandown/,Ted Koland,2012,tt1885300,6.4,8660,2476,-1.0
2476,"Jacob Zachar, Alexa Nikolas, Christa B. Allen, Jayson Blair",-1,1332,USA,23-Jul-13,Alex Craig Mann,"Comedy, Horror",English,-1.0,A group of oddball high school students find themselves trapped in detention with their classmates having turned into a horde of Zombies.,https://m.media-amazon.com/images/M/MV5BMjI1NjYyMTY5NV5BMl5BanBnXkFtZTcwMzE0NzE2OQ@@._V1_SX300.jpg,Anchor Bay,NOT RATED,27-Apr-12,TRUE,50,87,Detention of the Dead,http://detentionofthedead.com/,"Alex Craig Mann, Rob Rinow (based on the play by)",2012,tt1865346,4.6,2340,2477,-1.0
2477,Sidiki Conde,-1,1239,USA,1-Jul-13,Alan Govenar,"Documentary, Biography, Drama",English,53.0,"In the film ""You Don't Need Feet to Dance,"" African immigrant Sidiki Conde, having lost the use of his legs to polio at fourteen, balances his career as a performing artist with the almost ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5NTkyMzUzNV5BMl5BanBnXkFtZTcwNzU3NjQyOQ@@._V1_SX300.jpg,First Run Features,NOT RATED,22-Mar-13,TRUE,50,88,You Don't Need Feet to Dance,http://www.youdontneedfeettodance.com/,-1,2013,tt2734552,6.0,8,2478,-1.0
2478,"Thure Lindhardt, Georgina Reilly, Dylan Smith, Alain Goulem",2 wins & 1 nomination.,1521,"Canada, Denmark",6-Aug-13,Boris Rodriguez,"Comedy, Horror",English,57.0,"A painter struggling for inspiration finds an unexpected muse after he accepts a teaching position in a small town and becomes the caregiver to Eddie, a seemingly docile art student with a rare sleepwalking condition.",https://m.media-amazon.com/images/M/MV5BMTcwMDA3NTUxM15BMl5BanBnXkFtZTcwNTQ0MDMzOQ@@._V1_SX300.jpg,DoppelgÌ_nger Releasing,NOT RATED,5-Apr-13,TRUE,59,90,Eddie: The Sleepwalking Cannibal,http://www.facebook.com/Eddiemovie,"Boris Rodriguez (screenplay), Jonathan Rannells (story), Alex Epstein (story editor)",2012,tt1480658,5.7,1332,2479,-1.0
2479,"Steve Austin, Dolph Lundgren, Eric Keenleyside, Mike Dopud",-1,1095,"USA, Canada",19-Feb-13,Jesse V. Johnson,"Action, Crime, Thriller",English,-1.0,A courier for a local crime lord must deliver a mysterious package while being chased by a horde of unusual gangsters.,https://m.media-amazon.com/images/M/MV5BNTI4MDk5MjUtNTliYi00NjhlLWJhMzktZTI1YzIxODQxOGMyXkEyXkFqcGdeQXVyMDI4NjM1MQ@@._V1_SX300.jpg,Anchor Bay Films,R,9-Feb-13,TRUE,-1,95,The Package,http://www.anchorbayentertainment.com/detail.aspx?ProjectId=7b2d1f66-13fd-e111-8,Derek Kolstad,2013,tt1884457,5.1,3514,2480,-1.0
2480,"Stephen Dorff, Kaitlyn Black, Johnny Messner, Dominic Purcell",-1,-1,USA,22-Jan-13,Brian A. Miller,"Crime, Drama",English,-1.0,"When a cop's crooked past comes back to get him, can he do the right thing, or will he succumb to the threats of his dangerous connections?",https://m.media-amazon.com/images/M/MV5BMGZlOGVkYWMtY2YyOS00NjM4LThiNmQtNGJjNTIxMTY2OTgyXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,Anchor Bay Films,R,21-Feb-13,TRUE,-1,98,Officer Down,http://www.anchorbayentertainment.com/Detail.aspx?ProjectId=4b828cb7-08fd-e111-8,John Chase,2013,tt1925479,5.5,4887,2481,-1.0
2481,"Robert Pralgo, Ted Huckabee, Stephen Caudill, Geoff McKnight",-1,-1,USA,-1,Matt Green,Horror,English,-1.0,The inhabitants of a small town and it's very popular diner have to fend off a nasty infestation of hungry zombies.,https://m.media-amazon.com/images/M/MV5BMTQ0NTEyNzI0NF5BMl5BanBnXkFtZTcwNDI4NTE1Nw@@._V1_SX300.jpg,-1,NOT RATED,1-Dec-12,TRUE,-1,94,A Zombie Invasion,-1,Brendan Vogel,2012,tt2287621,5.9,71,2482,-1.0
2482,"Shakti Anand, Faisal Khan, Jannat Zubair Rahmani, Rajshree Thakur",-1,-1,India,-1,-1,Biography,Hindi,-1.0,"From a young age prince Pratap is a true patriot who, like his ancestors, is a great warrior and treats his land as his mother. He follows the principles and sayings of his mother ...",https://images-na.ssl-images-amazon.com/images/M/MV5BYmZmNDY0NGMtZjJiZS00OGVhLWI1N2ItMTFkZDlhMTI5ZTNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjg0Mzk5NDE@._V1_SX300.jpg,-1,-1,27-May-13,TRUE,-1,-1,Bharat Ka Veer Putra - Maharana Pratap,-1,-1,2013ÛÒ,tt3216182,7.6,169,2483,-1.0
2483,"Yuanyuan Gao, Chen Yao, Mark Chao, Xueqi Wang",3 wins & 3 nominations.,-1,China,-1,Kaige Chen,Drama,"Chinese, Mandarin, Cantonese, English",37.0,"The story begins on a bus, when white-collar worker Ye refuses to give up her seat to a senior citizen. Her defiance is videotaped by a journalist intern and played during a news show. The ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0NDMxMjE4N15BMl5BanBnXkFtZTgwMjkzNDc2MDE@._V1_SX300.jpg,Vitagraph,-1,27-Nov-13,TRUE,15,117,Caught in the Web,-1,"Kaige Chen (screenplay), Danian Tang (screenplay)",2012,tt2259360,6.5,770,2484,-1.0
2484,"Kellan Lutz, Ario Bayu, Mickey Rourke, Verdi Solaiman",-1,-1,USA,17-Sep-13,Conor Allyn,"Action, Crime, Drama","English, Indonesian",35.0,A Muslim detective teams with an American posing as a graduate student to find the man behind a series of deadly terrorist bombings in Indonesia.,https://ia.media-imdb.com/images/M/MV5BMTczNzU3MTA3Nl5BMl5BanBnXkFtZTcwOTc1OTYzOQ@@._V1_SX300.jpg,IFC Films,R,9-May-13,TRUE,8,104,Java Heat,https://www.facebook.com/JavaHeat,"Conor Allyn (screenplay), Rob Allyn (screenplay)",2013,tt2083231,5.2,4349,2485,-1.0
2485,"Jacques Gamblin, Olivier Marchal, Carlo Brandt, Reda Kateb",-1,-1,France,-1,Edgar Marie,"Crime, Thriller","French, Spanish, English",35.0,"Milan and Jonas once were the best friends in the world. Until the day when they had to denounce Serki, a criminal psychopath, to the Mexican police. Six years later Jonas meets up with a ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjMzNDI2ODkwOF5BMl5BanBnXkFtZTgwMDYyNDIzMTE@._V1_SX300.jpg,Screen Media Ventures,NOT RATED,11-Oct-13,TRUE,11,92,Paris Countdown,http://pariscountdownmovie.tumblr.com,Edgar Marie (screenplay),2013,tt2402163,4.6,260,2486,-1.0
2486,"Erin Way, Eric Matheny, Ryan Smale, Stephanie Scholz",-1,-1,USA,5-Aug-13,Jimmy Loweree,"Horror, Sci-Fi, Thriller",English,20.0,"After her unborn baby is snatched from her womb, Liz and her husband take a vacation to help them overcome the horrifying and mysterious loss. Her brother documents the trip as Liz continues to be terrorized by an unknown force.",https://m.media-amazon.com/images/M/MV5BMTYxNTcwODk3MV5BMl5BanBnXkFtZTcwMzI4MzE2OQ@@._V1_SX300.jpg,Cinedigm,NOT RATED,5-Jul-13,TRUE,25,84,Absence,http://absenceiscoming.com,"Jake Moreno (screenplay), Jimmy Loweree (screenplay)",2013,tt2736254,4.1,719,2487,-1.0
2487,"Jake T. Austin, Adrian Rhodes, Sam Riegel, Bryce Papenbrook",3 nominations.,90465,South Africa,10-Mar-14,Anthony Silverston,"Animation, Adventure, Family",English,40.0,"Rejected by his superstitious herd, a half-striped zebra embarks on a daring quest to earn his stripes but finds the courage and self-acceptance to save all the animals of the Great Karoo.",https://m.media-amazon.com/images/M/MV5BMTQyNTgzODU1N15BMl5BanBnXkFtZTgwMjg4NjQxMDE@._V1_SX300.jpg,Millenium Entertainment,NOT RATED,25-Oct-13,TRUE,44,85,Khumba,http://www.triggerfish.co.za/khumba/,"Raffaella Delle Donne, Anthony Silverston, Jonathan Roberts (additional screenplay), Camilla Bubna-Kasteliz (script editor), Mike de Seve (additional dialogue), Joe Vitale (additional dialogue), Dave Bejoya (additional dialogue)",2013,tt1487931,5.7,4751,2488,-1.0
2488,"Tom Sizemore, Wilbur Fitzgerald, Alex Van, Robert Pralgo",-1,-1,USA,27-Jan-14,"Tim Szczesniak, AndrÌ© Freitas, Chance White, Jared Young, Matthew Young","Action, Drama, Sci-Fi",English,-1.0,"A rare astronomical event causes a permanent worldwide black out, forcing residents of a middle-class suburb to get by with no modern conveniences. The community pulls together and adapts ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4MzA1Mjk2OF5BMl5BanBnXkFtZTcwMzg3NzQxOQ@@._V1_SX300.jpg,Area 51 Entertainment,NOT RATED,1-May-13,TRUE,-1,92,Remnants,http://www.facebook.com/remnantsmovie,"Paul Hilburger, Adam Minarovich, Adam Minarovich (wraparound segment), Matthew Young, Matthew Young (wraparound segment)",2013,tt1800367,4.0,215,2489,-1.0
2489,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,Billy and Buddy,-1,-1,2013,-1,-1.0,-1,2490,-1.0
2490,"Jemma Dallender, Joe Absolom, Yavor Baharov, George Zlatarev",-1,441,USA,23-Sep-13,Steven R. Monroe,"Horror, Thriller","English, Bulgarian",-1.0,"When Katie innocently accepts an offer to have new photos taken for her portfolio, the experience quickly turns into a nightmare of rape, torture and kidnapping. Now, she will have to find the strength to exact her brutal revenge.",https://m.media-amazon.com/images/M/MV5BMTc1Nzk3NjM0M15BMl5BanBnXkFtZTgwMjM5MzYyMDE@._V1_SX300.jpg,Anchor Bay Entertainment,R,19-Jan-14,TRUE,0,106,I Spit on Your Grave 2,http://www.ispitonyourgravemovie.com/,"Neil Elman (screenplay), Thomas Fenton (screenplay)",2013,tt2537176,5.7,22535,2491,-1.0
2491,"Florian Lukas, David Kross, Stig Henrik Hoff, Lachlan Nieboer",3 nominations.,477,"Norway, Sweden, France",25-Jun-13,Petter NÌ_ss,"Action, Biography, Drama","English, Norwegian, German",-1.0,"Norway, WWII: A group of British and German soldiers find themselves stranded in the wilderness after an aircraft battle. Finding shelter in the same cabin, they realize the only way to survive the winter is to place the rules of war aside.",https://m.media-amazon.com/images/M/MV5BMTM5MDgzMTAyMV5BMl5BanBnXkFtZTcwODA5MzUwOQ@@._V1_SX300.jpg,Magnolia Pictures,R,12-Apr-13,TRUE,50,104,Into the White,http://www.magpictures.com/intothewhite/,"Ole Meldgaard, Dave Mango, Petter NÌ_ss",2012,tt1876277,7.2,17358,2492,-1.0
2492,"Juan Luis Acevedo, Kirstie Alley, Jolene Andersen, Max Barry",-1,656,USA,5-Nov-13,Aram Rappaport,"Comedy, Drama, Romance",English,-1.0,"A slacker hatches a million-dollar idea. But, in order to see it through, he has to learn to trust his attractive corporate counterpart. Based on Max Barry's novel.",https://m.media-amazon.com/images/M/MV5BMjA3NzYzMDI1MF5BMl5BanBnXkFtZTcwMDE1NTI0OQ@@._V1_SX300.jpg,Magnolia Pictures,R,1-May-13,TRUE,14,90,Syrup,http://www.magpictures.com/syrup/,"Aram Rappaport (screenplay by), Max Barry (screenplay by), Max Barry (novel)",2013,tt0762138,5.7,9895,2493,-1.0
2493,"Charlie Bewley, Clive Standen, James Cosmo, Elliot Cowan",2 nominations.,411,UK,10-Sep-13,Farren Blackburn,"Action, Adventure, History",English,44.0,"A young man transforms into a brutal warrior as he travels the unforgiving landscape in search of his long lost brother, Hakan the Ferrocious, whose people are relying on him to restore order to their kingdom.",https://ia.media-imdb.com/images/M/MV5BMTY5ODY2NjE5OF5BMl5BanBnXkFtZTcwNzY4NzAzOQ@@._V1_SX300.jpg,Magnolia Pictures,R,30-May-13,TRUE,29,99,Hammer of the Gods,http://www.hammerofthegodsfilm.com/,Matthew Read,2013,tt2193418,4.5,7318,2494,-1.0
2494,"Paul Drouin, Chris Overing, Scott Ryan, Bill Stone",-1,430,Canada,9-Sep-13,Bill Stone,"Documentary, Comedy",English,-1.0,Triumph of the Wall is a film about expectations. Its the story of two guys who embarked on an eight week journey and spent the next eight years trying to figure out how to finish what they started.,http://ia.media-imdb.com/images/M/MV5BNjk3NDYyMzUwN15BMl5BanBnXkFtZTcwMjYxNzYzOQ@@._V1_SX300.jpg,First Run Features,-1,29-Mar-13,TRUE,-1,102,Triumph of the Wall,http://www.bunburyfilms.com/triumphofthewall.html,-1,2013,tt2278668,4.4,11,2495,-1.0
2495,"Noel Clarke, Colin O'Donoghue, Antonia Campbell-Hughes, Laura Haddock",1 nomination.,-1,UK,-1,Johannes Roberts,"Horror, Sci-Fi",English,52.0,"In London, a military plane crashes leaving its highly classified contents strewn across the city. Completely unaware that the city is in lockdown, a group of people become trapped inside a storage facility with a highly unwelcome guest.",https://m.media-amazon.com/images/M/MV5BMTY4MjY3Njk4N15BMl5BanBnXkFtZTcwNDc3NjU3OA@@._V1_SX300.jpg,-1,R,29-Jun-12,TRUE,-1,87,Storage 24,-1,"Noel Clarke (idea), Noel Clarke (screenplay), Davie Fairbanks (screenplay), Johannes Roberts (screenplay), Marc Small (screenplay)",2012,tt1986953,4.4,6053,2496,-1.0
2496,"Bradley Cooper, Kyle Gallner, Cole Konis, Ben Reed",Won 1 Oscar. Another 23 wins & 42 nominations.,274377268,USA,19-May-15,Clint Eastwood,"Action, Biography, Drama","English, Arabic",72.0,"Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home to his wife and kids after four tours of duty, however, Chris finds that it is the war he can't leave behind.",https://m.media-amazon.com/images/M/MV5BMTkxNzI3ODI4Nl5BMl5BanBnXkFtZTgwMjkwMjY4MjE@._V1_SX300.jpg,Warner Bros.,R,16-Jan-15,TRUE,72,133,American Sniper,http://www.americansnipermovie.com,"Jason Hall, Chris Kyle (book), Scott McEwen (book), Jim DeFelice (book)",2014,tt2179136,7.3,382763,2497,-1.0
2497,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson",Nominated for 1 Golden Globe. Another 21 wins & 31 nominations.,295457212,USA,6-Mar-15,Francis Lawrence,"Action, Adventure, Sci-Fi",English,64.0,"Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.",https://m.media-amazon.com/images/M/MV5BMTcxNDI2NDAzNl5BMl5BanBnXkFtZTgwODM3MTc2MjE@._V1_SX300.jpg,Lionsgate Films,PG-13,21-Nov-14,TRUE,67,123,The Hunger Games: Mockingjay - Part 1,http://www.facebook.com/thehungergamesmovie,"Peter Craig (screenplay), Danny Strong (screenplay), Suzanne Collins (adaptation), Suzanne Collins (novel)",2014,tt1951265,6.7,362634,2498,-1.0
2498,"Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel",Nominated for 2 Oscars. Another 52 wins & 99 nominations.,270592504,USA,9-Dec-14,James Gunn,"Action, Adventure, Comedy",English,76.0,A group of intergalactic criminals are forced to work together to stop a fanatical warrior from taking control of the universe.,https://m.media-amazon.com/images/M/MV5BMTAwMjU5OTgxNjZeQTJeQWpwZ15BbWU4MDUxNDYxODEx._V1_SX300.jpg,Walt Disney Pictures,PG-13,1-Aug-14,TRUE,91,121,Guardians of the Galaxy,http://marvel.com/guardians,"James Gunn, Nicole Perlman, Dan Abnett (based on the Marvel comics by), Andy Lanning (based on the Marvel comics by), Bill Mantlo (character created by: Rocket Raccoon), Keith Giffen (character created by: Rocket Raccoon), Jim Starlin (characters created by: Drax the Destroyer,  Gamora & Thanos), Steve Englehart (character created by: Star-Lord), Steve Gan (character created by: Star-Lord), Steve Gerber (character created by: Howard the Duck), Val Mayerik (character created by: Howard the Duck)",2014,tt2015381,8.1,871949,2499,-1.0
2499,"Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford",Nominated for 1 Oscar. Another 5 wins & 50 nominations.,228636083,USA,9-Sep-14,"Anthony Russo, Joe Russo","Action, Adventure, Sci-Fi","English, French",70.0,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",https://m.media-amazon.com/images/M/MV5BMzA2NDkwODAwM15BMl5BanBnXkFtZTgwODk5MTgzMTE@._V1_SX300.jpg,Walt Disney Pictures,PG-13,4-Apr-14,TRUE,89,136,Captain America: The Winter Soldier,http://marvel.com/captainamerica,"Christopher Markus (screenplay by), Stephen McFeely (screenplay by), Joe Simon (based on the Marvel comics by), Jack Kirby (based on the Marvel comics by)",2014,tt1843866,7.8,613445,2500,-1.0
2500,"Will Arnett, Elizabeth Banks, Craig Berry, Alison Brie",Nominated for 1 Oscar. Another 73 wins & 61 nominations.,244870202,"Australia, USA, Denmark",17-Jun-14,"Phil Lord, Christopher Miller","Animation, Action, Adventure",English,83.0,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",https://m.media-amazon.com/images/M/MV5BMTg4MDk1ODExN15BMl5BanBnXkFtZTgwNzIyNjg3MDE@._V1_SX300.jpg,Warner Bros. Pictures,PG,7-Feb-14,TRUE,96,100,The Lego Movie,http://thelegomovie.warnerbros.com/,"Phil Lord (screenplay), Christopher Miller (screenplay), Dan Hageman (story), Kevin Hageman (story), Phil Lord (story), Christopher Miller (story), Ole Kirk Christiansen (based on LEGO Construction Toys created by), Godtfred Kirk Christiansen (based on LEGO Construction Toys created by), Jens Nygaard Knudsen (based on LEGO Construction Toys created by), Peter Laird (characters created by: Teenage Mutant Ninja Turtles), Kevin Eastman (characters created by: Teenage Mutant Ninja Turtles)",2014,tt1490017,7.8,288998,2501,-1.0
