Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Internet Movie Database,Language,Metacritic,Metascore,Plot,Poster,Production,Rated,Released,Response,Rotten Tomatoes,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,movie_id,totalSeasons
"Juan Manuel Fangio, Graham Hill, Roman Polanski, Nina Rindt",N/A,N/A,France,19-May-14,Frank Simon,Documentary,7.5/10,English,,N/A,"Filmmaker Roman Polanski spends a weekend with world champion driver Jackie Stewart as he attempts to win the 1971 Monaco Grand Prix, offering an extraordinarily rare glimpse into the life of a gifted athlete at the height of his powers.",https://ia.media-imdb.com/images/M/MV5BMTg1OTQwNDU5OV5BMl5BanBnXkFtZTgwMDUwMTIzMTE@._V1_SX300.jpg,Submarine Media,N/A,20-May-14,TRUE,71%,93 min,Weekend of a Champion,movie,http://submarinedeluxe.com/weekendofachampion.html,N/A,2013,tt3504226,7.5,345,2442,
"De'Lon Grant, Philana Mia, Peter Berkrot, Victor Shopov",N/A,"$2,825",USA,N/A,Pasha Roberts,"Animation, Thriller",6.6/10,English,21/100,21,"At the center of corruption is the Federal Reserve who has gained enormous amounts of control over America's economy, with disastrous effects beginning to show. Standing opposite, is the ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyODE5NTIzN15BMl5BanBnXkFtZTcwNTEyODMwNA@@._V1_SX300.jpg,Area 23a Films,PG-13,22-Mar-13,TRUE,0%,90 min,Silver Circle,movie,http://www.silvercirclemovie.com/,Steven Schwartz (screenplay),2013,tt1748199,6.6,58,2443,
Carlos HipÃ_lito,2 wins & 1 nomination.,N/A,Spain,N/A,Diego GalÃ¡n,Documentary,5.6/10,Spanish,,N/A,A trip all along the Spanish cinema that analyzes the sexist point of view offered in many films about women. The documentary includes scenes from the times of the Spanish republic to the present.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2Njc3NjU1MV5BMl5BanBnXkFtZTcwMDA1MTA4OQ@@._V1_SX300.jpg,N/A,N/A,14-Jun-13,TRUE,,83 min,Barefoot in the Kitchen,movie,N/A,Diego GalÃ¡n,2013,tt2896952,5.6,77,2444,
N/A,N/A,"$2,876",Greece,1-Oct-13,Dimitris Vrakas,"Documentary, Short",,Greek,,N/A,N/A,N/A,Anchor Bay,N/A,22-Mar-13,TRUE,45%,24 min,Morning,movie,http://www.morningthemovie.com/,Vasilis Oikonomou,2013,tt2805214,N/A,N/A,2445,
"Maxym Anciaux, Cathy Boquet, MahÃ© Collet, Christelle Cornil",3 wins & 4 nominations.,"&pound;4,014","France, Belgium, South Korea, Switzerland",N/A,"Laurent Boileau, Jung","Animation, Biography, Drama",7.3/10,"French, Korean",73/100,73,Comic-book artist Jung returns to Seoul for the first time since he was abandoned at the age of 5.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM0NTk2NDU4NF5BMl5BanBnXkFtZTgwOTgxNjM3MTE@._V1_SX300.jpg,GKIDS,N/A,6-Jun-12,TRUE,100%,70 min,Approved for Adoption,movie,http://www.gkids.tv/approved,"Laurent Boileau, Jung (also graphic novel)",2012,tt1621766,7.3,479,2446,
"RaphaÃ«l Personnaz, Clotilde Hesme, Arta Dobroshi, Reda Kateb",2 wins & 1 nomination.,N/A,France,9-Sep-13,Catherine Corsini,Drama,6.5/10,"French, Romanian",42/100,42,"This is the tale of a hit and run accident that results in the death of an illegal foreigner. Three men, including a young executive, are aboard the vehicle responsible of the accident and ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyMTE3NzQ1Ml5BMl5BanBnXkFtZTcwNjQxNDc2OQ@@._V1_SX300.jpg,Film Movement,N/A,5-Dec-12,TRUE,38%,101 min,Three Worlds,movie,http://https://www.facebook.com/troismondes,"Catherine Corsini (screenplay), BenoÃ®t Graffin (screenplay), Antoine Jaccoud (collaboration), Lise Macheboeuf (collaboration)",2012,tt2369497,6.5,568,2447,
"Shihe Zhang, Shuguang Zhou",6 wins & 3 nominations.,"$3,032","China, USA",N/A,Stephen Maing,"Documentary, Drama, History",7.3/10,Mandarin,53/100,53,A documentary that follows the journey of two of China's first citizen reporters as they travel the country chronicling under-reported news and social issues stories.,https://m.media-amazon.com/images/M/MV5BMTg1NDQ1NDAyN15BMl5BanBnXkFtZTcwODYwNTA5OA@@._V1_SX300.jpg,Argot Pictures,NOT RATED,1-Apr-12,TRUE,63%,87 min,"High Tech, Low Life",movie,http://hightechlowlifefilm.com/,N/A,2012,tt2151988,7.3,179,2448,
"Timur Temirov, Vlada Temirova",1 nomination.,N/A,"UK, Russia",N/A,Nick Read,"Documentary, Crime",7.3/10,Russian,,N/A,"In the heart of Russia, in a forest larger than Germany, where winter temperatures drop to -40 degrees, 7 hours from the nearest city, lies a prison like no other. Home to 260 men, ...",https://images-na.ssl-images-amazon.com/images/M/MV5BYzcxZDdiYjQtNzViOS00NmM5LWI2NzgtMjhiNjJjM2Q2NDcyXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg,N/A,N/A,27-Jun-13,TRUE,,80 min,The Condemned,movie,N/A,N/A,2013,tt3164988,7.3,291,2449,
Yacov Noy,N/A,N/A,USA,N/A,Yacov Noy,"Animation, Short, Family",N/A,English,N/A,N/A,"Mr. Nobody is a story about a three legged man who searches for silence. He can't find it in the city, nor a farm or the mountains, so he sits down, shuts his eyes and goes deep inside. ...",N/A,N/A,N/A,N/A,TRUE,N/A,5 min,"Mr. Nobody, Searching for Silence",movie,N/A,Yacov Noy,2011,tt2117924,N/A,N/A,2450,
Ben Hanlin,N/A,,UK,,N/A,N/A,7.3/10,English,,N/A,"The charming magician, Ben Hanlin, conjures up mischief as unsuspecting celebrities and members of the public are taken in by his unique brand of hidden camera magic.",https://ia.media-imdb.com/images/M/MV5BYTdjM2FkNGItZDQzYi00YTNmLThiZDEtMjE1YWJmOTZkMTFjXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_SX300.jpg,,N/A,10-Oct-13,TRUE,,60 min,Tricked,series,,N/A,2013â€“,tt3335074,7.3,87,2451,2
"RaphaÃ«l Personnaz, Charlotte Le Bon, JÃ©rÃ´me Commandeur, CamÃ©lia Jordana",N/A,N/A,France,N/A,ClÃ©ment Michel,Comedy,5.5/10,French,20/100,20,"Parisian Thomas Platz is suddenly made the guardian of a baby - then pretends to be its real father in order to win back Marie, the girlfriend who dumped him a year before. Stuck between ...",https://m.media-amazon.com/images/M/MV5BODU0NjMxOTY5NV5BMl5BanBnXkFtZTcwNTQ0NTk0OQ@@._V1_SX300.jpg,Rialto Premieres,N/A,2-Jan-13,TRUE,8%,90 min,The Stroller Strategy,movie,N/A,"ClÃ©ment Michel (scenario and dialogue), Louis-Paul Desanges (collaboration), Ludovic du Clary (story editor)",2012,tt2520516,5.5,736,2452,
"Josh Duhamel, Dan Fogler, Peter Michael Goetz, Christie Burson",1 nomination.,N/A,USA,24-Sep-13,"Kevin Goetz, Michael Goetz","Drama, Thriller",6.5/10,English,34/100,34,Tensions rise between lifelong friends Mitchell and Carter after their truck breaks down on an isolated desert road as they start to attack each other's life decisions with unwavering brutality.,https://m.media-amazon.com/images/M/MV5BMjAyNjIyOTU0M15BMl5BanBnXkFtZTcwNTUwOTI2OQ@@._V1_SX300.jpg,Vertical Entertainment,R,23-Aug-13,TRUE,65%,82 min,Scenic Route,movie,http://www.facebook.com/ScenicRouteMovie,Kyle Killen,2013,tt2012011,6.5,"9,469",2453,
"Paul Gordon, Ricardo G. Lerma, Sam Wainwright Douglas, Troy Anthony Miller",4 wins & 1 nomination.,N/A,USA,14-Jun-13,Paul Gordon,"Comedy, Drama, Romance",6.2/10,English,49/100,49,"A poet who starts a health-conscious food stand finds support from his friends, as well as a potential love match with one of his customers. But will unexpected complications jeopardize his dreams of a hot dog-free future?",https://ia.media-imdb.com/images/M/MV5BMTgwMjg0Njk4NF5BMl5BanBnXkFtZTcwMjk4MDcyOQ@@._V1_SX300.jpg,Cinema Libre,NOT RATED,17-Sep-10,TRUE,73%,85 min,The Happy Poet,movie,http://happypoetmovie.com/,Paul Gordon,2010,tt1605765,6.2,218,2454,
"Jason Clarke, Emma Booth, David Lyons, Travis McMahon",2 nominations.,N/A,Australia,18-Mar-14,Craig Lahiff,"Crime, Drama, Thriller",5.4/10,English,42/100,42,"Colin happens upon a road accident where he finds a dead man, a beautiful woman, and a suitcase full of money. After trying to do the right thing he soon finds himself caught up in a dangerous scheme.",https://m.media-amazon.com/images/M/MV5BNDQ4Nzk0MTYwMl5BMl5BanBnXkFtZTgwNDQzOTQ2MDE@._V1_SX300.jpg,Cohen Media Group,R,6-Dec-13,TRUE,37%,86 min,Swerve,movie,http://www.swervefeaturefilm.com/,Craig Lahiff,2011,tt1592576,5.4,"1,598",2455,
"Amber Connor, Joe Estevez, Dan Haggerty, Thomas Downey",N/A,"$2,498",USA,18-Jun-13,Gary Jones,"Fantasy, Horror",3.6/10,English,,N/A,"Young adults at a first-time offenders' boot camp discover the legend of the giant lumberjack Paul Bunyan is real, but is much more horrifying than they could have imagined.",https://m.media-amazon.com/images/M/MV5BNDYyNDY4NDk3MV5BMl5BanBnXkFtZTgwMzg4NDA2MDE@._V1_SX300.jpg,Cinema Purgatorio,R,18-Jun-13,TRUE,,90 min,Axe Giant: The Wrath of Paul Bunyan,movie,http://cinemapurgatorio.com/movies/axe-giant-the-wrath-of-paul-bunyan,"Jeff Miller (screenplay), Gary Jones (screenplay), Jason Ancona (screenplay), Gary Jones (story), Jeff Miller (story)",2013,tt1684548,3.6,934,2456,
"Sarah Bolger, Thomas Mann, James Marsden, Claire Danes",N/A,N/A,USA,21-Oct-13,Max Mayer,"Comedy, Drama",5.9/10,English,28/100,28,A smart teenage girl comes of age in a small town with her self-centered parents who had her when they were teenagers.,https://m.media-amazon.com/images/M/MV5BMjIwNDk3NTgzNF5BMl5BanBnXkFtZTcwOTEyODY3OQ@@._V1_SX300.jpg,As Cool Inc.,R,21-Jun-13,TRUE,14%,92 min,As Cool as I Am,movie,http://www.ifcfilms.com/films/as-cool-as-i-am,"Pete Fromm (novel), Virginia Korus Spragg (screenplay)",2013,tt1906329,5.9,"4,791",2457,
"Emily Browning, Xavier Samuel, Cam Gigandet, Dawn Olivieri",N/A,"$2,843",USA,15-Oct-13,Catherine Hardwicke,"Drama, Music, Thriller",5.4/10,English,,N/A,"A young singer/songwriter, despite being married, becomes involved with her new guitarist, who she soon discovers has a dark past and may be a danger to her and those close to her.",https://m.media-amazon.com/images/M/MV5BNjQ4MTQ0MTA5Ml5BMl5BanBnXkFtZTgwMzY3MTYwMDE@._V1_SX300.jpg,Millennium Entertainment,R,15-Oct-13,TRUE,29%,99 min,Plush,movie,http://plushthemovie.com/,"Catherine Hardwicke, Arty Nelson",2013,tt2226519,5.4,"3,311",2458,
"Drew Struzan, Harrison Ford, Michael J. Fox, George Lucas",3 wins & 3 nominations.,"$3,078",USA,19-Nov-13,Erik Sharkey,"Documentary, Biography",7.5/10,English,59/100,59,A documentary on legendary movie-poster artist Drew Struzan.,https://images-na.ssl-images-amazon.com/images/M/MV5BMzA0NDI2NTI3MV5BMl5BanBnXkFtZTcwMzcxNzA4OQ@@._V1_SX300.jpg,Kino Lorber,NOT RATED,19-Jul-13,TRUE,50%,97 min,Drew: The Man Behind the Poster,movie,http://drewstruzandocumentary.com/,"Greg Boas, Charles Ricciardi, Erik Sharkey, Jeff Yorkes",2013,tt1486843,7.5,795,2459,
Violet Blue,N/A,"&pound;3,006",USA,8-Oct-13,Cathryne Czubek,"Documentary, History",6.1/10,English,41/100,41,"Reaching far beyond Hollywood's hypersexualized femme fatales, the film candidly explores the modern American woman through intimate portraits encompassing issues of protection, power, ...",https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ4NjcxNzI1OF5BMl5BanBnXkFtZTcwNzU1Mjc3OQ@@._V1_SX300.jpg,First Run Features,N/A,5-Jul-13,TRUE,25%,76 min,A Girl and a Gun,movie,http://www.agirlandagunfilm.com/,"Cathryne Czubek, Amanda Hughes",2013,tt1735279,6.1,36,2460,
"Jana Kramer, Sam Logan Khaleghi, Brandon T. Jackson, Mia Serafino",N/A,N/A,USA,8-Oct-13,Sam Logan Khaleghi,"Crime, Drama, Romance",4.9/10,English,,N/A,US Army Staff Sergeant Wesley Kent returns from the war abroad and must now fight the threat of corruption and deception in his hometown at all personal costs.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MTAyNTM0NF5BMl5BanBnXkFtZTcwNTMwMDA5OQ@@._V1_SX300.jpg,Monterey Media,PG,30-Aug-13,TRUE,,86 min,Approaching Midnight,movie,http://www.montereymedia.com/approachingmidnight/,Sam Logan Khaleghi,2013,tt0837559,4.9,231,2461,
"Jack Reynor, Fionn Walton, Gavin Drea, Patrick Gibson",10 wins & 9 nominations.,N/A,Ireland,23-Jun-14,Lenny Abrahamson,Drama,6.3/10,"English, Irish",80/100,80,"What Richard Did follows Richard Karlsen, golden-boy athlete and undisputed alpha-male of his privileged set of South Dublin teenagers, through the summer between the end of school and the ...",https://ia.media-imdb.com/images/M/MV5BNTM3MDk4ODYxM15BMl5BanBnXkFtZTcwMjgzNzg1OA@@._V1_SX300.jpg,Tribeca Films,TV-MA,5-Oct-12,TRUE,91%,88 min,What Richard Did,movie,http://www.facebook.com/WhatRichardDid,"Malcolm Campbell, Kevin Power (book)",2012,tt2092011,6.3,"4,081",2462,
"Joel Evans, Benjamin Bratt, Kiowa Gordon, Chloe Rose",1 win & 3 nominations.,N/A,Canada,24-Jun-13,Anita Doron,Drama,6.2/10,English,,N/A,A drama centered on a First Nations teenager trying to find his place in the modern world.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwMzA2MjAxOF5BMl5BanBnXkFtZTcwMTgxODYxOQ@@._V1_SX300.jpg,Monterey Media,R,9-Sep-12,TRUE,50%,86 min,The Lesser Blessed,movie,http://www.montereymedia.com/theatrical/films/lesser_blessed_the.html,"Anita Doron, Richard Van Camp (novel)",2012,tt2056740,6.2,531,2463,
"Vinessa Shaw, Ebon Moss-Bachrach, Daniel GimÃ©nez Cacho, Gerardo Taracena",1 nomination.,"$1,600",Mexico,17-Jun-13,Makinov,Horror,4.7/10,"English, Spanish",44/100,44,"A couple take a vacation to a remote island - their last holiday together before they become parents. Soon after their arrival, they notice that no adults seem to be present - an observation that quickly presents a nightmarish reality.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNjIwMTcwNF5BMl5BanBnXkFtZTcwMTQ1ODIxOQ@@._V1_SX300.jpg,Cinedigm Entertainment Group,R,22-Mar-13,TRUE,53%,87 min,Come Out and Play,movie,http://www.facebook.com/COAPmovie,"Makinov (screenplay), Juan JosÃ© Plans (novel)",2012,tt2341664,4.7,"2,828",2464,
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Movie not found!,N/A,N/A,Sparrow's Dance,N/A,N/A,N/A,2013,N/A,N/A,N/A,2465,
"Kevin Charles, Luci Christian, Richard Crockett, Rebekah Dahl",N/A,"$1,493",USA,N/A,E. Thomas Ewing,"Animation, Comedy, Family",5.7/10,English,,N/A,"Neddie Nerfhoffer has a dream. He wants to do his part to help save the galaxy from a tyrannical warlord. When Neddie finds an ancient starship, he and his friends take to the stars to stop the evil General Disdain.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5Njc0MzkwNV5BMl5BanBnXkFtZTgwNDAxMDA3MjE@._V1_SX300.jpg,High Top Releasing,PG,30-Aug-13,TRUE,,88 min,Last Flight of the Champion,movie,http://www.lastflightofthechampion.com/,"E. Thomas Ewing, Jeremy R. Ewing",2013,tt2709606,5.7,16,2466,
"Kelen Coleman, Kevin Alejandro, Louise Fletcher, Rus Blackwell",N/A,"$1,678",USA,30-Dec-13,Anthony DiBlasi,"Horror, Thriller",5.3/10,English,32/100,32,A deaf woman who resurrects the ghost of a murdered young woman is forced by the spirit to a serial killer who turns his female victims into marionette dolls.,https://m.media-amazon.com/images/M/MV5BMTUwNjk4OTI0MF5BMl5BanBnXkFtZTgwNDMzMzUzMDE@._V1_SX300.jpg,Archstone Distribution,R,11-Oct-13,TRUE,10%,108 min,Cassadaga,movie,http://cassadaga-movie.com/,"Bruce Wood (story and characters), Bruce Wood (screenplay), Scott Poiley (screenplay)",2011,tt1747967,5.3,"2,975",2467,
"Alex Karpovsky, Marjan Neshat, Gary Wilmes, Alan Cumming",N/A,N/A,USA,N/A,Sam Neave,"Comedy, Romance",5.7/10,English,38/100,38,"A love triangle - shot in two single 45 minute takes set eighteen months apart: the first over a sunset, the second a sunrise.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5MTcyNTk3NF5BMl5BanBnXkFtZTcwNzUxMzM2OQ@@._V1_SX300.jpg,WARNER BROTHERS PICTURES,NOT RATED,15-Feb-13,TRUE,,81 min,Almost in Love,movie,http://firstlovethefilm.com/,Sam Neave (screenplay),2011,tt1622563,5.7,60,2468,
"Sebastian Arcelus, Bill English, Rhett Henckel, Michael Izquierdo",3 wins.,"$1,693",USA,N/A,Craig DiFolco,Drama,7.7/10,English,40/100,40,A paraplegic's friends pay him an unannounced visit to challenge his secluded life.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyNzMxODU2MF5BMl5BanBnXkFtZTcwOTg5NzI1OA@@._V1_SX300.jpg,Striped Entertainment,N/A,5-Oct-12,TRUE,,90 min,The Last Day of August,movie,http://thelastdayofaugustfilm.com/,"Craig DiFolco, Sara Rempe",2012,tt2073681,7.7,30,2469,
"Fionnula Flanagan, Peter Quinn, Ric Burns, Christine Roussel",1 win & 1 nomination.,"$2,329",Ireland,2-Dec-13,SeÃ¡n Ã“ CualÃ¡in,Documentary,6.3/10,"English, Irish",53/100,53,"The story of ""Lunch atop a Skyscraper,"" the iconic photograph taken during the construction of 30 Rockefeller Plaza.",http://ia.media-imdb.com/images/M/MV5BNjIyNzUyOTYzMV5BMl5BanBnXkFtZTgwMzQ2MjE4MDE@._V1_SX300.jpg,First Run Features,N/A,1-Sep-14,TRUE,38%,75 min,Men at Lunch,movie,http://firstrunfeatures.com/menatlunch_press.html,N/A,2012,tt2373324,6.3,279,2470,
"Antonia Campbell-Hughes, Johnny Flynn, Benn Northover, Liam Browne",N/A,N/A,UK,N/A,Alexandra McGuinness,Drama,5.0/10,English,36/100,36,"A group of young Londoners struggle to find meaning in their lives while masking their discontent with sex, drugs, and rock 'n roll.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxNjA2ODc2MV5BMl5BanBnXkFtZTcwMzc2NjYxOQ@@._V1_SX300.jpg,Meneret Productions,NOT RATED,21-Apr-11,TRUE,0%,78 min,Lotus Eaters,movie,http://www.facebook.com/lotuseatersmovie,"Brendan Grant, Alexandra McGuinness",2011,tt1734580,5,265,2471,
"Khan Baykal, Aya Cash, Marceline Hugot, Kathleen McNenny",N/A,"$1,756",USA,7-Jan-14,D.W. Young,"Comedy, Horror",4.4/10,English,,N/A,"Their relationship on the rocks, a young Brooklyn couple heads to a remote B&B to work things out. But from the moment they arrive at The Happy House it's one disaster after another, and ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyMjEzNzQ4NV5BMl5BanBnXkFtZTcwNTY3ODk5Ng@@._V1_SX300.jpg,First Run Features,NOT RATED,3-May-13,TRUE,60%,81 min,The Happy House,movie,http://www.happyhousefilm.com/,D.W. Young,2013,tt2070852,4.4,376,2472,
"Lucas Thompson, Brian Barber, Mike Mauloff, Melinda Ryba",N/A,N/A,USA,N/A,Darren Orange,Comedy,6.5/10,English,,N/A,"In a world where ghosts, ghouls, and goblins are a common place, the InSpectres are the only exterminators capable of eliminating these supernatural nuisances! After a run in with a zombie,...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjlhYWUyMzktZWY3Mi00ZjY1LWI3MjEtM2M2MzgwY2U3MTI3XkEyXkFqcGdeQXVyMTY2OTk1OTg@._V1_SX300.jpg,N/A,N/A,6-Sep-13,TRUE,,85 min,InSpectres,movie,N/A,"J.A. Dohm, Matt Forbeck, Jared A. Sorensen (creator)",2013,tt1705111,6.5,41,2473,
"Alex Karpovsky, Jaime Ray Newman, Dennis Staroselsky, Amanda Good Hennessey",N/A,N/A,USA,N/A,Alex Karpovsky,"Drama, Thriller",5.3/10,English,57/100,57,"Paul Harris works at a small research facility on the outskirts of Boston. After a weekend tryst with a co-worker leaves him wanting more, his unreciprocated desires gradually mold into an ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMzc5Mzc1MTEzNV5BMl5BanBnXkFtZTcwOTYzODMxOQ@@._V1_SX300.jpg,Tribeca Film,NOT RATED,N/A,TRUE,62%,83 min,Rubberneck,movie,http://www.tribecafilm.com/filmguide/archive/rubberneck-film41555.html#.USzctaK1,"Garth Donovan, Alex Karpovsky",2012,tt2292903,5.3,395,2474,
"Dustin Guy Defa, Alex Karpovsky, Keith Poulson, Jennifer Prediger",2 nominations.,N/A,USA,N/A,Alex Karpovsky,"Comedy, Drama, Romance",5.4/10,English,65/100,65,"A solipsistic filmmaker takes his independent film on tour. Hoping to escape the pain of his recent breakup, he stumbles into a twisting constellation of fear, sex, and tortured ...",https://m.media-amazon.com/images/M/MV5BMjA1NTYxOTQ3M15BMl5BanBnXkFtZTcwNTgyODMxOQ@@._V1_SX300.jpg,Tribeca Film,NOT RATED,15-Jun-12,TRUE,78%,85 min,Red Flag,movie,http://www.tribecafilm.com/tribecafilm/red-flag.html,Alex Karpovsky,2012,tt2147048,5.4,428,2475,
"Justin Long, Jess Weixler, Tyler Labine, Addison Timlin",N/A,"$1,842",USA,N/A,Ted Koland,"Comedy, Drama",6.4/10,English,36/100,36,"A newlywed couple cancels their honeymoon and returns to the snowy Midwest to make the funeral arrangements for their best man, who died unexpectedly after their ceremony.",https://m.media-amazon.com/images/M/MV5BOTY0OTAyOTU4NF5BMl5BanBnXkFtZTgwOTkxMTYwMDE@._V1_SX300.jpg,Magnolia Pictures,PG-13,3-Oct-13,TRUE,33%,89 min,Best Man Down,movie,http://www.magpictures.com/bestmandown/,Ted Koland,2012,tt1885300,6.4,"8,660",2476,
"Jacob Zachar, Alexa Nikolas, Christa B. Allen, Jayson Blair",N/A,"$1,332",USA,23-Jul-13,Alex Craig Mann,"Comedy, Horror",4.6/10,English,,N/A,A group of oddball high school students find themselves trapped in detention with their classmates having turned into a horde of Zombies.,https://m.media-amazon.com/images/M/MV5BMjI1NjYyMTY5NV5BMl5BanBnXkFtZTcwMzE0NzE2OQ@@._V1_SX300.jpg,Anchor Bay,NOT RATED,27-Apr-12,TRUE,50%,87 min,Detention of the Dead,movie,http://detentionofthedead.com/,"Alex Craig Mann, Rob Rinow (based on the play by)",2012,tt1865346,4.6,"2,340",2477,
Sidiki Conde,N/A,"$1,239",USA,1-Jul-13,Alan Govenar,"Documentary, Biography, Drama",6.0/10,English,53/100,53,"In the film ""You Don't Need Feet to Dance,"" African immigrant Sidiki Conde, having lost the use of his legs to polio at fourteen, balances his career as a performing artist with the almost ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5NTkyMzUzNV5BMl5BanBnXkFtZTcwNzU3NjQyOQ@@._V1_SX300.jpg,First Run Features,NOT RATED,22-Mar-13,TRUE,50%,88 min,You Don't Need Feet to Dance,movie,http://www.youdontneedfeettodance.com/,N/A,2013,tt2734552,6,8,2478,
